product_id,product_name,price,cogs,category_id,seller_id
134,GoPro HERO9 Black,399.99,84,1,2
135,Canon EOS M50 Mark II,699.99,266,1,4
136,Sony X90J 55-Inch TV,1299.99,468,1,5
137,Logitech StreamCam,169.99,20.4,1,5
138,Razer DeathAdder V2,69.99,24.5,1,4
139,Nintendo Switch Lite,199.99,30,1,2
140,HP ENVY 13 Laptop,1299.99,585,1,3
141,Fitbit Versa 3,229.99,89.7,1,2
142,Bose QuietComfort Earbuds,279.99,126,1,1
143,Logitech MX Keys,119.99,33.6,1,18
144,TP-Link Deco X20 Mesh Wi-Fi System,299.99,45,1,8
145,Western Digital My Book 8TB External HD,189.99,76,1,3
146,Acer Predator X34 Monitor,1099.99,264,1,1
147,ASUS TUF Gaming A15,1299.99,130,1,1
148,iRobot Roomba 694 Robot Vacuum,279.99,120.4,1,4
149,Sony WH-CH710N Wireless Headphones,229.99,62.1,1,1
150,NVIDIA GeForce RTX 3080 Graphics Card,699.99,196,1,4
151,Elgato Game Capture HD60 S,249.99,65,1,3
152,Logitech G Pro X Wireless Gaming Headset,129.99,19.5,1,23
153,Sennheiser HD 660S,399.99,140,1,2
154,Microsoft Surface Pen,99.99,16,1,5
155,Bose 700 Noise Cancelling Headphones,379.99,133,1,3
156,Fitbit Inspire 3,99.99,5,1,17
157,Sony A6400 Mirrorless Camera,899.99,54,1,5
158,Razer BlackWidow Elite,179.99,48.6,1,10
159,Amazon Echo Show 8,129.99,36.4,1,5
160,Corsair K95 RGB Platinum,199.99,10,1,5
161,Logitech G Pro Gaming Keyboard,129.99,44.2,1,1
162,LG UltraWide 34-Inch Monitor,799.99,136,1,1
163,Belkin BoostCharge 10W Wireless Charger,39.99,2.8,1,14
164,iPad Mini (6th Gen),499.99,30,1,5
165,Google Nest Hub Max,229.99,94.3,1,3
166,Panasonic Lumix GH5,1299.99,351,1,2
167,Anker Soundcore Flare 2,99.99,39,1,3
168,DJI Osmo Pocket 2,299.99,57,1,1
169,Sony PlayStation 5 DualSense Controller,69.99,10.5,1,3
170,Jabra Speak 710,299.99,93,1,5
171,Logitech G733 Wireless Gaming Headset,129.99,26,1,1
172,LG CineBeam HU80KA 4K Laser Projector,1799.99,612,1,1
173,Microsoft Surface Dock 2,259.99,18.2,1,5
174,TP-Link Kasa Smart Plug,24.99,3.5,1,1
175,Fitbit Charge 4,149.99,40.5,1,2
176,Sony Xperia 5 II,949.99,332.5,1,4
177,Logitech C922 Pro Stream Webcam,79.99,28.8,1,4
178,Roku Ultra 2022,99.99,39,1,3
179,Huawei MatePad Pro,799.99,312,1,4
180,Bose Noise Cancelling Headphones 700,379.99,152,1,1
181,DJI Mavic Air 2,799.99,344,1,5
182,ASUS ROG Flow X13,1499.99,315,1,3
183,Lenovo IdeaPad Flex 5,849.99,187,1,3
184,Logitech Brio 4K Webcam,199.99,28,1,1
185,iPad Air (4th Gen),599.99,162,1,5
186,GoPro HERO8 Black,299.99,57,1,5
187,Bose Soundbar 700,799.99,40,1,5
188,Garmin Edge 530 GPS Bike Computer,299.99,84,1,1
189,Sennheiser CX 400BT True Wireless,199.99,76,1,2
190,Sony WF-1000XM4 Wireless Earbuds,279.99,39.2,1,5
191,HP Omen 15 Gaming Laptop,1299.99,130,1,5
192,ASUS ROG Strix G15,1499.99,225,1,1
193,Canon EOS R6 Mirrorless Camera,2499.99,175,1,2
194,Microsoft Surface Book 3,1599.99,624,1,3
195,Fitbit Versa 4,229.99,41.4,1,5
196,Bose QuietComfort 45,329.99,16.5,1,3
197,Sony Alpha 7C Mirrorless Camera,1799.99,648,1,5
198,Logitech G Pro Wireless Gaming Mouse,129.99,58.5,1,3
199,Jabra Elite 85t Wireless Earbuds,229.99,11.5,1,20
200,Anker Soundcore Liberty Air 2 Pro,139.99,44.8,1,2
201,Nintendo Switch Pro Controller,69.99,11.9,1,2
202,Sony WH-XB910N Wireless Headphones,249.99,105,1,4
203,Razer Naga X MMO Gaming Mouse,79.99,24,1,13
204,Microsoft Xbox Series S,299.99,132,1,1
205,Logitech G923 Racing Wheel,399.99,152,1,3
206,DJI Mavic Mini 2,449.99,63,1,5
207,Sony ZV-1 Compact Camera,749.99,82.5,1,2
208,GoPro HERO11 Black,399.99,64,1,2
209,Bose SoundLink Flex,149.99,18,1,2
210,ASUS TUF Gaming VG27AQ Monitor,379.99,79.8,1,1
211,Western Digital My Passport 1TB External HD,69.99,21.7,1,4
212,HP Spectre x360 15,1399.99,280,1,4
213,Logitech MX Master 2S,99.99,43,1,5
214,Canon RF 24-70mm f/2.8L IS USM Lens,2299.99,736,1,11
215,Anker Nebula Capsule,299.99,30,1,3
216,Sony A7R IV Mirrorless Camera,3299.99,1188,1,4
217,Logitech G915 TKL Mechanical Keyboard,229.99,50.6,1,3
218,Jabra PanaCast 50 Conference Camera,799.99,128,1,1
219,HP Envy 14 Laptop,1299.99,208,1,2
220,Fitbit Luxe,149.99,7.5,1,4
221,Canon RF 50mm f/1.2L USM Lens,2299.99,598,1,2
222,Sony Xperia 10 III,449.99,54,1,2
223,Logitech G703 Lightspeed Wireless Mouse,99.99,11,1,1
224,LG UltraGear 38GN950 Monitor,1299.99,481,1,1
225,Microsoft Surface Pro X,999.99,80,1,4
226,Bose Home Speaker 500,399.99,160,1,3
227,Sony WH-CH520 Wireless Headphones,79.99,12,1,5
228,Razer Huntsman Elite Gaming Keyboard,199.99,24,1,5
229,DJI Pocket 2,299.99,66,1,5
230,Lenovo Yoga 9i,1399.99,210,1,3
231,Sony A7S III Mirrorless Camera,3499.99,1330,1,2
232,Microsoft Surface Headphones 2,249.99,75,1,3
233,Logitech Brio 4K Ultra HD Webcam,199.99,62,1,2
234,HP Pavilion 27-inch All-in-One,1299.99,364,1,1
235,Anker PowerCore 10000 Portable Charger,29.99,13.2,1,5
236,Canon EOS Rebel T8i Camera Kit,749.99,277.5,1,5
237,Sony A6600 Mirrorless Camera,1399.99,588,1,2
238,Logitech G Pro X Wireless Headset,129.99,15.6,1,5
239,Microsoft Surface Laptop Go,699.99,154,1,2
240,Sony WH-H910N Wireless Headphones,249.99,105,1,3
241,Razer Viper Ultimate Wireless Mouse,149.99,12,1,4
242,Canon RF 70-200mm f/2.8L IS USM Lens,2699.99,432,1,1
243,HP Elite Dragonfly Laptop,1999.99,740,1,1
244,Logitech MX Master 3S,99.99,5,1,5
245,Sony RX100 VII Compact Camera,1299.99,312,1,2
246,Microsoft Xbox Elite Series 2 Controller,179.99,61.2,1,4
247,Bose Sleepbuds II,249.99,97.5,1,4
248,Canon RF 85mm f/1.2L USM Lens,2299.99,207,1,1
249,Lenovo ThinkPad X1 Yoga,1399.99,602,1,2
250,Jabra Elite 65t Wireless Earbuds,149.99,36,1,2
251,Razer BlackWidow V3 Mini Keyboard,139.99,33.6,1,2
252,HP Spectre x360 13 Laptop,1299.99,65,1,3
253,Sony WH-1000XM4 Noise Cancelling Headphones,349.99,17.5,1,3
254,Canon EOS 90D Camera Kit,1199.99,396,1,2
255,Bose Soundbar 300,399.99,120,1,5
256,Microsoft Surface Pro 7,1099.99,187,1,4
257,Logitech MX Keys Mini,119.99,30,1,23
258,Sony XBR-65A8H OLED TV,2499.99,950,1,9
259,Razer DeathAdder V2 Pro,89.99,15.3,1,1
260,Canon RF 15-35mm f/2.8L IS USM Lens,2299.99,621,1,18
261,HP 27fw Monitor,249.99,65,1,15
262,Logitech G Pro X Mechanical Keyboard,129.99,28.6,1,4
263,Sony A7 III Camera Kit,2199.99,748,1,3
264,Lenovo IdeaPad Gaming 3,1099.99,110,1,14
265,Microsoft Surface Laptop 4,1299.99,65,1,1
266,Jabra Elite Active 75t,199.99,90,1,20
267,Google Pixel 6 Pro,899.99,360,1,1
268,Canon EOS 6D Mark II Camera Kit,1499.99,495,1,2
269,HP Pavilion Gaming Desktop,1099.99,198,1,3
270,Anker Soundcore Motion+,89.99,32.4,1,5
271,Canon RF 24-105mm f/4L IS USM Lens,1299.99,130,1,22
272,Razer Basilisk V3 Gaming Mouse,89.99,28.8,1,4
273,Microsoft Surface Go 3,629.99,56.7,1,5
274,Sony RX0 II Camera,699.99,266,1,5
275,Logitech G920 Racing Wheel,299.99,45,1,16
276,HP Chromebook x360 14,399.99,116,1,5
277,Razer Viper V2 Pro,149.99,39,1,1
278,Canon EOS Rebel T7 DSLR Kit,499.99,205,1,5
279,Logitech G203 Lightsync Gaming Mouse,39.99,3.6,1,23
280,Sony WH-1000XM3 Wireless Headphones,349.99,105,1,4
281,Canon EOS 5D Mark IV Camera Kit,2499.99,625,1,2
282,Logitech G502 Lightspeed Wireless Mouse,79.99,23.2,1,5
283,HP Envy 17 Laptop,1499.99,360,1,23
284,Razer BlackWidow V3 Gaming Keyboard,179.99,70.2,1,1
285,Sony WH-H910N Noise Cancelling Headphones,249.99,95,1,2
286,Microsoft Surface Laptop 3,1199.99,132,1,11
287,Jabra Elite 75t,169.99,28.9,1,1
288,Logitech C922 Pro Streaming Webcam,79.99,8,1,25
289,Canon EOS Rebel T7i Camera Kit,699.99,203,1,3
290,Microsoft Surface Book 2,1499.99,360,1,1
291,Razer Naga Pro Wireless Gaming Mouse,149.99,63,1,2
292,Sony A9 II Mirrorless Camera,4499.99,1845,1,1
293,Logitech G512 Mechanical Keyboard,119.99,15.6,1,20
294,HP Envy 32 All-in-One Desktop,1499.99,675,1,3
295,Lenovo Legion 5 Pro Gaming Laptop,1499.99,330,1,5
296,Canon EOS M50 Mark II Camera Kit,699.99,273,1,10
297,Microsoft Surface Pro 6,1099.99,55,1,5
298,Razer BlackWidow V3 Keyboard,179.99,63,1,4
299,Sony WH-XB900N Wireless Headphones,249.99,47.5,1,3
300,Microsoft Surface Headphones,249.99,107.5,1,5
301,Canon EOS 77D Camera Kit,899.99,279,1,7
302,Lenovo IdeaPad 3 15 Laptop,699.99,238,1,14
303,Razer Kraken Ultimate Gaming Headset,129.99,37.7,1,27
304,Sony A7C Mirrorless Camera,1799.99,270,1,20
305,HP Pavilion x360 14 Laptop,899.99,387,1,24
306,Canon EOS 6D Mark II Camera Kit,1699.99,629,1,19
307,Razer Huntsman Mini Keyboard,129.99,33.8,1,4
308,Logitech G910 Orion Spectrum Keyboard,179.99,10.8,1,3
309,Men's Classic T-Shirt,19.99,6.8,2,24
310,Women's Casual Dress,29.99,7.2,2,13
311,Unisex Denim Jacket,49.99,22.5,2,6
312,Men's Running Shoes,79.99,36,2,6
313,Women's Leather Handbag,99.99,28,2,5
314,Men's Sports Watch,89.99,25.2,2,6
315,Women's Wool Scarf,39.99,6.8,2,18
316,Unisex Sunglasses,14.99,1.8,2,48
317,Men's Dress Shirt,34.99,6.65,2,2
318,Women's Yoga Pants,24.99,3,2,20
319,Men's Casual Shorts,29.99,3,2,6
320,Women's Sun Hat,15.99,6.08,2,5
321,Unisex Backpack,59.99,9.6,2,5
322,Men's Winter Coat,129.99,29.9,2,10
323,Women's Evening Gown,199.99,48,2,22
324,Men's Cargo Pants,44.99,7.2,2,3
325,Women's Sandals,34.99,2.8,2,2
326,Unisex Beanie Hat,12.99,4.94,2,4
327,Men's Leather Belt,22.99,9.89,2,5
328,Women's Knit Sweater,49.99,21.5,2,2
329,Men's Polo Shirt,27.99,2.8,2,3
330,Women's High-Waisted Jeans,39.99,5.2,2,2
331,Unisex Fitness Tracker,69.99,15.4,2,2
332,Men's Blazer,89.99,4.5,2,5
333,Women's Floral Skirt,25.99,2.08,2,2
334,Men's Canvas Sneakers,34.99,15.4,2,3
335,Women's Trench Coat,79.99,28.8,2,5
336,Unisex Crossbody Bag,44.99,10.8,2,2
337,Men's Dress Shoes,89.99,39.6,2,5
338,Women's Silk Blouse,54.99,18.7,2,21
339,Men's Zip-Up Hoodie,39.99,14.8,2,4
340,Women's Athletic Shoes,59.99,19.8,2,34
341,Unisex Cardigan,39.99,14,2,23
342,Men's Suede Jacket,119.99,28.8,2,1
343,Women's Denim Skirt,29.99,11.1,2,20
344,Men's Casual Loafers,49.99,22,2,15
345,Women's Overalls,39.99,15.6,2,14
346,Unisex Wallet,22.99,9.66,2,2
347,Men's Graphic T-Shirt,24.99,3.5,2,1
348,Women's Peacoat,89.99,21.6,2,2
349,Men's Fleece Jacket,49.99,8.5,2,16
350,Women's Capris,29.99,3,2,2
351,Unisex Sports Cap,16.99,2.21,2,3
352,Men's Leather Gloves,34.99,5.25,2,20
353,Women's Booties,64.99,19.5,2,4
354,Men's Sweater Vest,39.99,4.4,2,4
355,Women's Denim Jacket,54.99,17.05,2,5
356,Unisex Utility Vest,49.99,12.5,2,13
357,Men's Performance Shorts,27.99,7,2,4
358,Women's Winter Scarf,19.99,2.4,2,13
359,Men's Casual Sneakers,44.99,3.15,2,12
360,Women's Embellished Dress,74.99,25.5,2,23
361,Unisex Messenger Bag,39.99,16.8,2,4
362,Men's Corduroy Pants,34.99,6.65,2,1
363,Women's Ankle Boots,59.99,7.2,2,4
364,Men's Track Jacket,54.99,16.5,2,1
365,Women's Ballet Flats,24.99,2,2,9
366,Unisex Beaded Bracelet,14.99,0.9,2,4
367,Men's Casual Button-Down,39.99,12.4,2,3
368,Women's Sleeveless Top,19.99,3,2,2
369,Men's Formal Trousers,59.99,11.4,2,4
370,Women's Long Sleeve Shirt,29.99,12.9,2,4
371,Unisex Knit Gloves,16.99,2.89,2,4
372,Men's Casual Vest,34.99,15.75,2,5
373,Women's Fit & Flare Dress,64.99,17.55,2,4
374,Men's Fitted Blazer,79.99,7.2,2,47
375,Women's Platform Sneakers,49.99,7.5,2,26
376,Unisex Classic Hat,19.99,4.4,2,8
377,Men's Lightweight Jacket,49.99,20,2,21
378,Women's Leggings,24.99,6.5,2,6
379,Men's Leather Backpack,119.99,39.6,2,11
380,Women's Quilted Vest,39.99,13.2,2,2
381,Unisex Tech Gloves,22.99,9.89,2,17
382,Men's Chino Shorts,29.99,7.5,2,21
383,Women's Printed Scarf,22.99,7.13,2,33
384,Men's Baseball Cap,14.99,4.65,2,2
385,Women's Trapeze Dress,59.99,21,2,2
386,Unisex Leather Gloves,27.99,3.08,2,26
387,Men's Dress Vest,44.99,13.95,2,7
388,Women's Wide-Leg Pants,34.99,10.15,2,8
389,Men's Casual Shirt,34.99,11.9,2,11
390,Women's A-Line Skirt,29.99,10.8,2,1
391,Unisex Casual Belt,19.99,4,2,34
392,Men's Softshell Jacket,69.99,10.5,2,2
393,Women's Suede Boots,79.99,20,2,2
394,Men's Fleece Pants,39.99,10,2,8
395,Women's Tunic Top,29.99,8.4,2,3
396,Unisex Leather Messenger Bag,64.99,19.5,2,8
397,Men's Sweatpants,29.99,6,2,9
398,Women's Wool Hat,22.99,5.29,2,5
399,Men's Utility Shorts,34.99,5.95,2,5
400,Women's Peplum Top,27.99,8.96,2,5
401,Unisex Graphic Tee,24.99,9.5,2,1
402,Men's Knit Beanie,12.99,2.86,2,8
403,Women's Wide Brim Hat,18.99,7.41,2,51
404,Men's Denim Jeans,39.99,15.6,2,1
405,Women's Cropped Jacket,49.99,12.5,2,2
406,Unisex Stylish Socks,12.99,1.82,2,4
407,Men's Gym Shorts,24.99,4,2,1
408,Women's Silk Robe,79.99,16,2,26
409,Men's Casual Polo,29.99,6,2,3
410,Women's Floral Romper,34.99,7,2,4
411,Men's Casual Henley,29.99,8.1,2,1
412,Women's Long Cardigan,49.99,18,2,2
413,Unisex Beaded Necklace,29.99,5.7,2,46
414,Men's Crewneck Sweatshirt,39.99,14.8,2,14
415,Women's Maxi Dress,59.99,16.2,2,16
416,Men's Lightweight Hoodie,44.99,13.5,2,4
417,Women's Leather Boots,89.99,23.4,2,1
418,Unisex Fanny Pack,19.99,6.4,2,37
419,Men's Stylish Sneakers,49.99,12.5,2,4
420,Women's Denim Overalls,54.99,6.6,2,18
421,Men's Formal Shoes,69.99,16.8,2,7
422,Women's Summer Dress,39.99,5.6,2,5
423,Unisex Sports Watch,59.99,8.4,2,18
424,Men's Chukka Boots,59.99,4.8,2,3
425,Women's Embroidered Jacket,69.99,23.1,2,4
426,Men's Work Boots,79.99,5.6,2,5
427,Women's Cozy Sweater,49.99,13.5,2,25
428,Unisex Messenger Bag,44.99,10.35,2,1
429,Men's Casual Slacks,39.99,12,2,25
430,Women's Faux Fur Coat,89.99,8.1,2,2
431,Men's Dress Boots,99.99,22,2,21
432,Women's Casual Sneakers,39.99,4.8,2,5
433,Unisex Wide Brim Hat,24.99,8.5,2,16
434,Men's Stretch Jeans,34.99,7,2,26
435,Women's Wool Blend Dress,69.99,28.7,2,41
436,Unisex Knit Scarf,19.99,7.2,2,35
437,Men's Utility Jacket,54.99,7.7,2,6
438,Women's Polka Dot Dress,34.99,7,2,21
439,Men's Jogging Pants,29.99,9,2,3
440,Women's Casual Flats,29.99,3,2,24
441,Stainless Steel Cookware Set,149.99,52.5,3,1
442,4-Slice Toaster,59.99,20.4,3,14
443,Air Fryer,89.99,24.3,3,6
444,Coffee Maker,69.99,21.7,3,33
445,Electric Kettle,29.99,5.4,3,31
446,Blender,49.99,3.5,3,24
447,Microwave Oven,119.99,8.4,3,5
448,Dish Rack,24.99,9.75,3,2
449,Nonstick Frying Pan,39.99,11.2,3,1
450,Food Processor,99.99,37,3,5
451,Slow Cooker,79.99,10.4,3,22
452,Stand Mixer,199.99,78,3,1
453,Toaster Oven,89.99,21.6,3,4
454,Cookware Set,159.99,49.6,3,4
455,Electric Griddle,79.99,16,3,22
456,Portable Induction Cooktop,89.99,34.2,3,1
457,Espresso Machine,149.99,22.5,3,4
458,Water Filter Pitcher,34.99,5.95,3,21
459,Set of Mixing Bowls,29.99,10.2,3,27
460,Kitchen Scale,19.99,5.4,3,32
461,Spice Rack,24.99,8.75,3,19
462,Cutting Board Set,34.99,7.7,3,19
463,Baking Sheet Set,29.99,13.2,3,4
464,Salt and Pepper Grinder Set,22.99,5.75,3,9
465,Silicone Baking Mats,19.99,4.6,3,26
466,Can Opener,15.99,6.72,3,34
467,Measuring Cups and Spoons Set,18.99,7.98,3,3
468,Dish Towels Set,22.99,6.44,3,13
469,Kitchen Utensil Set,29.99,10.2,3,3
470,Cast Iron Skillet,39.99,14,3,3
471,Mixing Bowls with Lids,29.99,12.9,3,5
472,Food Storage Containers,34.99,15.4,3,14
473,Coffee Grinder,39.99,6.4,3,2
474,Tea Infuser,12.99,2.34,3,2
475,Ice Cream Maker,129.99,6.5,3,1
476,Reusable Food Storage Bags,22.99,3.22,3,15
477,Electric Wine Opener,29.99,12.6,3,28
478,Pizza Stone,29.99,2.1,3,8
479,Griddle Pan,34.99,6.3,3,22
480,Panini Press,49.99,16.5,3,4
481,Knife Set,79.99,8.8,3,2
482,Adjustable Rolling Pin,19.99,8,3,44
483,Waffle Maker,39.99,2,3,4
484,Popcorn Maker,29.99,5.1,3,3
485,Tea Kettle,24.99,9.25,3,3
486,Silicone Spatula Set,18.99,6.27,3,4
487,Meat Thermometer,14.99,1.05,3,21
488,Bread Maker,99.99,34,3,2
489,Electric Hot Pot,59.99,21,3,2
490,Kitchen Timer,12.99,5.72,3,11
491,Chafing Dish Set,89.99,19.8,3,26
492,Kitchen Sink Organizer,24.99,7.5,3,4
493,Trash Can with Lid,29.99,13.2,3,22
494,Countertop Compost Bin,22.99,8.28,3,3
495,Magnetic Knife Strip,19.99,5.2,3,2
496,Food Processor Attachments,29.99,7.5,3,13
497,Herb Scissors,14.99,2.55,3,1
498,Nonstick Bakeware Set,39.99,13.6,3,12
499,Oil Dispenser,16.99,4.25,3,1
500,Grater Set,18.99,3.42,3,5
501,Utensil Holder,12.99,2.6,3,1
502,Wooden Salad Bowl,29.99,6.6,3,1
503,Oven Mitts Set,19.99,4.8,3,5
504,Pot Holders,14.99,4.05,3,8
505,Soup Maker,79.99,28.8,3,44
506,Cheese Board Set,34.99,5.95,3,6
507,Vacuum Sealer,69.99,14,3,2
508,Bread Box,39.99,15.6,3,1
509,Kitchen Drawer Organizers,24.99,9.5,3,2
510,Collapsible Dish Rack,22.99,1.61,3,10
511,Rolling Pin,15.99,1.28,3,9
512,Canister Set,29.99,12,3,7
513,Wine Glasses Set,34.99,5.6,3,11
514,Serving Tray,19.99,1.8,3,3
515,Sifter,12.99,5.33,3,14
516,Pop-Up Toaster,39.99,6.8,3,7
